# This is an example, not all realizations of the atomic data are saved
# Time Stamp = Wed Feb 10 08:11:00 2016
# 
# Perturbing the effective collision strengths 
#   Ground config sigma = 0.10
#   Other config sigma  = 0.10
#
#        CONF       LEVEL1       LEVEL2        SIGMA          RND
            2            8          127          0.1         1.08
            2            8          128          0.1         0.93
            2            8          129          0.1         1.02
            2            8          130          0.1         1.07
            2            8          131          0.1         0.88
            2            8          132          0.1         1.10
            2            8          133          0.1         1.00
            2            8          134          0.1         1.13
            2            8          135          0.1         0.97
            2            8          136          0.1         1.10
            2            8          137          0.1         0.96
            2            8          138          0.1         0.87
            2            8          139          0.1         1.20
            2            8          140          0.1         0.96
            2            8          141          0.1         0.97
            2            8          142          0.1         1.12
            2            8          143          0.1         0.80
            2            8          144          0.1         0.95
            2            8          145          0.1         0.97
            2            8          146          0.1         0.87
            2            8          147          0.1         0.85
            2            8          148          0.1         1.00
            2            8          149          0.1         1.04
            2            8          150          0.1         0.85
            2            8          151          0.1         0.78
            2            8          152          0.1         0.97
            2            8          153          0.1         0.97
            2            8          154          0.1         0.97
            2            8          155          0.1         0.87
            2            8          156          0.1         1.01
            2            8          157          0.1         1.01
            2            8          158          0.1         0.90
            2            8          159          0.1         0.87
            2            8          160          0.1         0.95
            2            8          161          0.1         0.81
            2            8          162          0.1         0.99
            2            8          163          0.1         1.07
            2            8          164          0.1         0.98
            2            8          165          0.1         1.07
            2            8          166          0.1         1.09
            2            8          167          0.1         0.85
            2            8          168          0.1         0.90
            2            8          169          0.1         0.94
            2            8          170          0.1         1.02
            2            8          171          0.1         0.96
            2            8          172          0.1         1.08
            2            8          173          0.1         0.84
            2            8          174          0.1         1.00
            2            8          175          0.1         0.98
            2            8          176          0.1         1.09
            2            8          177          0.1         0.95
            2            8          178          0.1         1.03
            2            8          179          0.1         0.90
            2            8          180          0.1         1.10
            2            8          181          0.1         1.00
            2            8          182          0.1         1.00
            2            8          183          0.1         0.96
            2            8          184          0.1         0.82
            2            8          185          0.1         0.86
            2            8          186          0.1         1.01
            2            8          187          0.1         0.96
            2            8          188          0.1         0.90
            2            8          189          0.1         0.86
            2            8          190          0.1         0.97
            2            8          191          0.1         1.00
            2            8          192          0.1         1.09
            2            8          193          0.1         1.11
            2            8          194          0.1         0.94
            2            8          195          0.1         0.91
            2            8          196          0.1         0.81
            2            8          197          0.1         1.12
            2            8          198          0.1         1.06
            2            8          199          0.1         1.14
            2            8          200          0.1         0.90
            2            8          201          0.1         0.84
            2            8          202          0.1         1.12
            2            8          203          0.1         1.02
            2            8          204          0.1         0.93
            2            8          205          0.1         1.01
            2            8          206          0.1         0.84
            2            8          207          0.1         1.06
            2            8          208          0.1         0.91
            2            8          209          0.1         1.00
            2            8          210          0.1         1.03
            2            8          211          0.1         1.13
            2            8          212          0.1         1.01
            2            8          213          0.1         0.96
            2            8          214          0.1         0.89
            2            8          215          0.1         1.07
            2            8          216          0.1         0.92
            2            8          217          0.1         0.99
            2            8          218          0.1         1.01
            2            8          219          0.1         0.98
            2            8          220          0.1         1.01
            2            8          221          0.1         0.92
            2            8          222          0.1         1.02
            2            8          223          0.1         0.91
            2            8          224          0.1         0.98
            2            8          225          0.1         0.95
            2            8          226          0.1         1.07
            2            8          227          0.1         1.07
            2            8          228          0.1         1.09
            2            8          229          0.1         0.87
            2            8          230          0.1         1.15
            2            8          231          0.1         0.87
            2            8          232          0.1         0.91
            2            8          233          0.1         1.08
            2            8          234          0.1         0.93
            2            8          235          0.1         1.06
            2            8          236          0.1         0.95
            2            8          237          0.1         0.87
            2            8          238          0.1         0.87
            2            8          239          0.1         1.03
            2            8          240          0.1         0.92
            2            8          241          0.1         0.87
            2            8          242          0.1         0.91
            2            8          243          0.1         1.01
            2            8          244          0.1         0.87
            2            8          245          0.1         1.08
            2            8          246          0.1         0.97
            2            8          247          0.1         0.93
            2            8          248          0.1         1.10
            2            8          249          0.1         1.05
            2            8          250          0.1         0.97
            2            8          251          0.1         1.09
            2            8          252          0.1         0.94
            2            8          253          0.1         1.00
            2            8          254          0.1         1.02
            2            8          255          0.1         1.07
            2            8          256          0.1         0.90
            2            8          257          0.1         0.98
            2            8          258          0.1         1.02
            2            8          259          0.1         0.94
            2            8          260          0.1         0.94
            2            8          261          0.1         1.02
            2            8          262          0.1         0.95
            2            8          263          0.1         1.11
            2            8          264          0.1         1.08
            2            8          265          0.1         1.13
            2            8          266          0.1         1.19
            2            8          267          0.1         1.13
            2            8          268          0.1         1.04
            2            8          269          0.1         0.94
            2            8          270          0.1         1.07
            2            8          271          0.1         0.94
            2            8          272          0.1         1.06
            2            8          273          0.1         0.99
            2            8          274          0.1         1.05
            2            8          275          0.1         0.89
            2            8          276          0.1         0.95
            2            8          277          0.1         0.95
            2            8          278          0.1         1.02
            2            8          279          0.1         1.04
            2            8          280          0.1         1.14
            2            8          281          0.1         1.22
            2            8          282          0.1         0.96
            2            8          283          0.1         0.82
            2            8          284          0.1         1.13
            2            8          285          0.1         1.18
            2            8          286          0.1         1.09
            2            8          287          0.1         1.09
            2            8          288          0.1         0.83
            2            8          289          0.1         1.02
            2            8          290          0.1         1.10
            2            8          291          0.1         0.93
            2            8          292          0.1         1.15
            2            8          293          0.1         0.91
            2            8          294          0.1         0.95
            2            8          295          0.1         1.07
            2            8          296          0.1         1.02
            2            8          297          0.1         1.01
            2            8          298          0.1         1.07
            2            8          299          0.1         1.10
            2            8          300          0.1         1.01
            2            8          301          0.1         1.00
            2            8          302          0.1         0.93
            2            8          303          0.1         0.95
            2            8          304          0.1         1.13
            2            8          305          0.1         1.12
            2            8          306          0.1         0.94
            2            8          307          0.1         0.98
            2            8          308          0.1         1.03
            2            8          309          0.1         1.03
            2            8          310          0.1         0.93
            2            8          311          0.1         1.04
            2            8          312          0.1         1.03
            2            8          313          0.1         0.93
            2            8          314          0.1         1.05
            2            8          315          0.1         0.86
            2            8          316          0.1         0.81
            2            8          317          0.1         1.09
            2            8          318          0.1         0.88
            2            8          319          0.1         0.92
            2            8          320          0.1         0.91
            2            8          321          0.1         1.02
            2            8          322          0.1         0.96
            2            8          323          0.1         0.95
            2            8          324          0.1         1.15
            2            8          325          0.1         0.97
            2            8          326          0.1         0.90
            2            8          327          0.1         1.07
            2            8          328          0.1         1.09
            2            8          329          0.1         1.01
            2            8          330          0.1         0.89
            2            8          331          0.1         1.10
            2            8          332          0.1         0.87
            2            8          333          0.1         0.98
            2            8          334          0.1         0.99
            2            8          335          0.1         0.94
            2            8          336          0.1         0.95
            2            8          337          0.1         1.01
            2            8          338          0.1         1.07
            2            8          339          0.1         1.25
            2            8          340          0.1         0.96
            2            8          341          0.1         1.02
            2            8          342          0.1         0.98
            2            8          343          0.1         1.14
            2            8          344          0.1         1.07
            2            8          345          0.1         1.21
            2            8          346          0.1         1.06
            2            8          347          0.1         1.08
            2            8          348          0.1         0.85
            2            8          349          0.1         0.81
            2            8          350          0.1         0.95
            2            8          351          0.1         0.96
            2            8          352          0.1         1.07
            2            8          353          0.1         0.77
            2            8          354          0.1         1.05
            2            8          355          0.1         0.88
            2            8          356          0.1         1.12
            2            8          357          0.1         0.96
            2            8          358          0.1         1.06
            2            8          359          0.1         1.07
            2            8          360          0.1         0.84
            2            8          361          0.1         0.86
            2            8          362          0.1         1.04
            2            8          363          0.1         0.82
            2            8          364          0.1         0.93
            2            8          365          0.1         1.04
            2            8          366          0.1         0.91
            2            8          367          0.1         0.89
            2            8          368          0.1         0.95
            2            8          369          0.1         0.97
            2            8          370          0.1         1.03
            2            8          371          0.1         1.03
            2            8          372          0.1         1.02
            2            8          373          0.1         1.04
            2            8          374          0.1         1.00
            2            8          375          0.1         1.02
            2            8          376          0.1         1.09
            2            8          377          0.1         0.91
            2            8          378          0.1         1.13
            2            8          379          0.1         0.92
            2            8          380          0.1         0.99
            2            8          381          0.1         0.71
            2            8          382          0.1         0.93
            2            8          383          0.1         0.98
            2            8          384          0.1         1.09
            2            8          385          0.1         1.06
            2            8          386          0.1         0.98
            2            8          387          0.1         1.10
            2            8          388          0.1         1.04
            2            8          389          0.1         1.01
            2            8          390          0.1         1.06
            2            8          391          0.1         0.91
            2            8          392          0.1         0.85
            2            8          393          0.1         1.07
            2            8          394          0.1         1.13
            2            8          395          0.1         0.88
            2            8          396          0.1         0.82
            2            8          397          0.1         1.09
            2            8          398          0.1         1.06
            2            8          399          0.1         0.92
            2            8          400          0.1         1.07
            2            8          401          0.1         1.01
            2            8          402          0.1         1.04
            2            8          403          0.1         1.06
            2            8          404          0.1         0.94
            2            8          405          0.1         0.89
            2            8          406          0.1         1.10
            2            8          407          0.1         0.71
            2            8          408          0.1         0.87
            2            8          409          0.1         0.92
            2            8          410          0.1         1.11
            2            8          411          0.1         1.16
            2            8          412          0.1         1.03
            2            8          413          0.1         0.88
            2            8          414          0.1         0.94
            2            8          415          0.1         0.92
            2            8          416          0.1         1.01
            2            8          417          0.1         0.90
            2            8          418          0.1         1.00
            2            8          419          0.1         0.92
            2            8          420          0.1         1.02
            2            8          421          0.1         1.02
            2            8          422          0.1         0.94
            2            8          423          0.1         1.09
            2            8          424          0.1         1.11
            2            8          425          0.1         1.16
            2            8          426          0.1         1.09
            2            8          427          0.1         1.12
            2            8          428          0.1         1.02
            2            8          429          0.1         1.06
            2            8          430          0.1         1.02
            2            8          431          0.1         1.10
            2            8          432          0.1         1.09
            2            8          433          0.1         0.90
            2            8          434          0.1         1.02
            2            8          435          0.1         0.91
            2            8          436          0.1         1.06
            2            8          437          0.1         0.97
            2            8          438          0.1         1.17
            2            8          439          0.1         0.98
            2            8          440          0.1         1.11
            2            8          441          0.1         0.90
            2            8          442          0.1         1.16
            2            8          443          0.1         0.92
            2            8          444          0.1         0.86
            2            8          445          0.1         1.07
            2            8          446          0.1         0.88
            2            8          447          0.1         0.94
            2            8          448          0.1         0.95
            2            8          449          0.1         1.02
            2            8          450          0.1         1.00
            2            8          451          0.1         1.09
            2            8          452          0.1         1.05
            2            8          453          0.1         1.18
            2            8          454          0.1         1.12
            2            8          455          0.1         0.87
            2            8          456          0.1         0.90
            2            8          457          0.1         0.90
            2            8          458          0.1         0.97
            2            8          459          0.1         0.86
            2            8          460          0.1         0.97
            2            8          461          0.1         1.12
            2            8          462          0.1         1.08
            2            8          463          0.1         1.05
            2            8          464          0.1         0.93
            2            8          465          0.1         1.01
            2            8          466          0.1         1.00
            2            8          467          0.1         0.94
            2            8          468          0.1         0.98
            2            8          469          0.1         1.14
            2            8          470          0.1         1.07
            2            8          471          0.1         1.17
            2            8          472          0.1         0.97
            2            8          473          0.1         0.91
            2            8          474          0.1         1.06
            2            8          475          0.1         0.95
            2            8          476          0.1         0.98
            2            8          477          0.1         1.08
            2            8          478          0.1         0.92
            2            8          479          0.1         0.98
            2            8          480          0.1         0.92
            2            8          481          0.1         0.73
            2            8          482          0.1         1.09
            2            8          483          0.1         1.11
            2            8          484          0.1         0.95
            2            8          485          0.1         1.10
            2            8          486          0.1         0.96
            2            8          487          0.1         1.04
            2            8          488          0.1         0.92
            2            8          489          0.1         1.19
            2            8          490          0.1         0.90
            2            8          491          0.1         0.87
            2            8          492          0.1         1.13
            2            8          493          0.1         0.98
            2            8          494          0.1         1.04
            2            8          495          0.1         0.75
            2            8          496          0.1         1.04
            2            8          497          0.1         0.90
            2            8          498          0.1         0.89
            2            8          499          0.1         1.22
            2            8          500          0.1         0.90
            2            8          501          0.1         0.87
            2            8          502          0.1         0.87
            2            8          503          0.1         0.97
            2            8          504          0.1         0.87
            2            8          505          0.1         0.87
            2            8          506          0.1         0.91
            2            8          507          0.1         0.91
            2            8          508          0.1         0.84
            2            8          509          0.1         0.95
            2            8          510          0.1         0.95
            2            8          511          0.1         1.01
            2            8          512          0.1         0.96
            2            8          513          0.1         0.84
            2            8          514          0.1         0.77
            2            8          515          0.1         1.09
            2            8          516          0.1         0.82
            2            8          517          0.1         0.94
            2            8          518          0.1         0.91
            2            8          519          0.1         1.02
            2            8          520          0.1         0.91
            2            8          521          0.1         1.07
            2            8          522          0.1         0.97
            2            8          523          0.1         0.95
            2            8          524          0.1         0.93
            2            8          525          0.1         1.01
            2            8          526          0.1         1.01
            2            8          527          0.1         1.04
            2            8          528          0.1         1.11
            2            8          529          0.1         0.95
            2            8          530          0.1         1.04
            2            8          531          0.1         1.08
            2            8          532          0.1         1.00
            2            8          533          0.1         1.15
            2            8          534          0.1         0.88
            2            8          535          0.1         0.95
            2            8          536          0.1         1.01
            2            8          537          0.1         1.17
            2            8          538          0.1         0.99
            2            8          539          0.1         0.86
            2            8          540          0.1         0.98
            2            8          541          0.1         0.88
            2            8          542          0.1         0.86
            2            8          543          0.1         0.87
            2            8          544          0.1         0.97
            2            8          545          0.1         0.99
            2            8          546          0.1         0.94
            2            8          547          0.1         1.02
            2            8          548          0.1         0.83
            2            8          549          0.1         0.95
            2            8          550          0.1         1.08
            2            8          551          0.1         1.08
            2            8          552          0.1         0.98
            2            8          553          0.1         0.93
            2            8          554          0.1         0.99
            2            8          555          0.1         1.01
            2            8          556          0.1         0.97
            2            8          557          0.1         1.10
            2            8          558          0.1         1.10
            2            8          559          0.1         0.90
            2            8          560          0.1         0.95
            2            8          561          0.1         0.93
            2            8          562          0.1         1.03
            2            8          563          0.1         0.95
            2            8          564          0.1         0.96
            2            8          565          0.1         1.01
            2            8          566          0.1         0.96
            2            8          567          0.1         0.98
            2            8          568          0.1         1.04
            2            8          569          0.1         0.81
            2            8          570          0.1         1.04
            2            8          571          0.1         0.86
            2            8          572          0.1         1.03
            2            8          573          0.1         1.01
            2            8          574          0.1         1.21
            2            8          575          0.1         0.99
            2            8          576          0.1         0.86
            2            8          577          0.1         0.93
            2            8          578          0.1         0.90
            2            8          579          0.1         0.99
            2            8          580          0.1         1.06
            2            8          581          0.1         1.08
            2            8          582          0.1         1.00
            2            8          583          0.1         1.02
            2            8          584          0.1         1.03
            2            8          585          0.1         1.09
            2            8          586          0.1         0.72
            2            8          587          0.1         0.98
            2            8          588          0.1         1.03
            2            8          589          0.1         1.08
            2            8          590          0.1         0.91
            2            8          591          0.1         0.90
            2            8          592          0.1         0.98
            2            8          593          0.1         0.96
            2            8          594          0.1         1.09
            2            8          595          0.1         1.03
            2            8          596          0.1         1.09
            2            8          597          0.1         1.03
            2            8          598          0.1         0.79
            2            8          599          0.1         0.91
            2            8          600          0.1         0.89
            2            8          601          0.1         0.94
            2            8          602          0.1         1.07
            2            8          603          0.1         1.05
            2            8          604          0.1         0.87
            2            8          605          0.1         1.13
            2            8          606          0.1         1.10
            2            8          607          0.1         0.96
            2            8          608          0.1         1.11
            2            8          609          0.1         0.97
            2            8          610          0.1         0.97
            2            8          611          0.1         1.25
            2            8          612          0.1         0.85
            2            8          613          0.1         0.96
            2            8          614          0.1         1.02
            2            8          615          0.1         0.88
            2            8          616          0.1         1.07
            2            8          617          0.1         0.92
            2            8          618          0.1         1.10
            2            8          619          0.1         1.10
            2            8          620          0.1         1.04
            2            8          621          0.1         1.09
            2            8          622          0.1         1.07
            2            8          623          0.1         0.92
            2            8          624          0.1         1.01
            2            8          625          0.1         1.16
            2            8          626          0.1         1.07
            2            8          627          0.1         0.88
            2            8          628          0.1         0.98
            2            8          629          0.1         0.81
            2            8          630          0.1         0.81
            2            8          631          0.1         1.05
            2            8          632          0.1         1.12
            2            8          633          0.1         0.90
            2            8          634          0.1         1.01
            2            8          635          0.1         1.03
            2            8          636          0.1         0.93
            2            8          637          0.1         1.10
            2            8          638          0.1         0.97
            2            8          639          0.1         0.92
            2            8          640          0.1         1.07
            2            8          641          0.1         0.99
            2            8          642          0.1         0.98
            2            8          643          0.1         0.91
            2            8          644          0.1         0.97
            2            8          645          0.1         0.83
            2            8          646          0.1         1.00
            2            8          647          0.1         0.97
            2            8          648          0.1         1.16
            2            8          649          0.1         1.05
            2            8          650          0.1         1.03
            2            8          651          0.1         1.10
            2            8          652          0.1         0.95
            2            8          653          0.1         0.97
            2            8          654          0.1         1.00
            2            8          655          0.1         0.99
            2            8          656          0.1         1.06
            2            8          657          0.1         1.09
            2            8          658          0.1         0.87
            2            8          659          0.1         0.87
            2            8          660          0.1         0.91
            2            8          661          0.1         1.12
            2            8          662          0.1         0.87
            2            8          663          0.1         0.73
            2            8          664          0.1         1.00
            2            8          665          0.1         0.99
            2            8          666          0.1         1.08
            2            8          667          0.1         0.98
            2            8          668          0.1         1.12
            2            8          669          0.1         0.99
            2            8          670          0.1         0.96
            2            8          671          0.1         1.10
            2            8          672          0.1         0.89
            2            8          673          0.1         0.93
            2            8          674          0.1         1.15
            2            8          675          0.1         0.96
            2            8          676          0.1         1.07
            2            8          677          0.1         0.89
            2            8          678          0.1         1.12
            2            8          679          0.1         0.94
            2            8          680          0.1         0.89
            2            8          681          0.1         1.11
            2            8          682          0.1         1.05
            2            8          683          0.1         0.96
            2            8          684          0.1         1.19
            2            8          685          0.1         0.95
            2            8          686          0.1         1.03
            2            8          687          0.1         1.04
            2            8          688          0.1         1.00
            2            8          689          0.1         1.10
            2            8          690          0.1         0.77
            2            8          691          0.1         1.14
            2            8          692          0.1         0.95
            2            8          693          0.1         0.86
            2            8          694          0.1         0.80
            2            8          695          0.1         1.09
            2            8          696          0.1         0.93
            2            8          697          0.1         0.95
            2            8          698          0.1         1.00
            2            8          699          0.1         0.93
            2            8          700          0.1         0.98
            2            8          701          0.1         1.08
            2            8          702          0.1         1.02
            2            8          703          0.1         1.03
            2            8          704          0.1         0.98
            2            8          705          0.1         1.12
            2            8          706          0.1         0.98
            2            8          707          0.1         0.90
            2            8          708          0.1         1.03
            2            8          709          0.1         1.01
            2            8          710          0.1         0.90
            2            8          711          0.1         1.14
            2            8          712          0.1         0.87
            2            8          713          0.1         0.94
            2            8          714          0.1         0.82
            2            8          715          0.1         0.87
            2            8          716          0.1         1.05
            2            8          717          0.1         0.96
            2            8          718          0.1         1.10
            2            8          719          0.1         1.06
            2            8          720          0.1         1.05
            2            8          721          0.1         1.05
            2            8          722          0.1         0.84
            2            8          723          0.1         1.11
            2            8          724          0.1         1.29
            2            8          725          0.1         1.05
            2            8          726          0.1         0.97
            2            8          727          0.1         0.89
            2            8          728          0.1         0.83
            2            8          729          0.1         0.98
            2            8          730          0.1         0.95
            2            8          731          0.1         1.04
            2            8          732          0.1         0.77
            2            8          733          0.1         0.85
            2            8          734          0.1         0.99
            2            8          735          0.1         1.01
            2            8          736          0.1         0.86
            2            8          737          0.1         1.06
            2            8          738          0.1         0.95
            2            8          739          0.1         0.88
            2            8          740          0.1         0.97
            2            8          741          0.1         1.06
            2            8          742          0.1         1.00
            2            8          743          0.1         0.96
            2            8          744          0.1         0.90
            2            8          745          0.1         0.89
            2            8          746          0.1         1.00
            2            8          747          0.1         1.21
            2            8          748          0.1         0.92
            2            8          749          0.1         0.95
            2            9           10          0.1         1.13
            2            9           11          0.1         1.03
            2            9           12          0.1         1.15
            2            9           13          0.1         0.86
            2            9           14          0.1         1.10
            2            9           15          0.1         0.93
            2            9           16          0.1         1.11
            2            9           17          0.1         0.93
            2            9           18          0.1         0.99
            2            9           19          0.1         0.83
            2            9           20          0.1         1.09
            2            9           21          0.1         1.03
            2            9           22          0.1         0.86
            2            9           23          0.1         0.94
            2            9           24          0.1         0.88
            2            9           25          0.1         0.98
            2            9           26          0.1         0.85
            2            9           27          0.1         0.99
            2            9           28          0.1         1.03
            2            9           29          0.1         1.13
            2            9           30          0.1         1.03
            2            9           31          0.1         1.07
            2            9           32          0.1         1.10
            2            9           33          0.1         0.85
            2            9           34          0.1         0.90
            2            9           35          0.1         0.99
            2            9           36          0.1         1.06
            2            9           37          0.1         1.09
            2            9           38          0.1         0.83
            2            9           39          0.1         1.13
            2            9           40          0.1         0.98
            2            9           41          0.1         1.04
            2            9           42          0.1         0.97
            2            9           43          0.1         1.05
            2            9           44          0.1         1.12
            2            9           45          0.1         1.15
            2            9           46          0.1         1.05
            2            9           47          0.1         0.99
            2            9           48          0.1         0.81
            2            9           49          0.1         0.79
            2            9           50          0.1         1.00
            2            9           51          0.1         0.92
            2            9           52          0.1         0.90
            2            9           53          0.1         1.11
            2            9           54          0.1         1.00
            2            9           55          0.1         0.90
            2            9           56          0.1         0.85
            2            9           57          0.1         1.04
            2            9           58          0.1         0.78
            2            9           59          0.1         0.96
            2            9           60          0.1         0.96
            2            9           61          0.1         0.95
            2            9           62          0.1         1.06
            2            9           63          0.1         1.02
            2            9           64          0.1         0.80
            2            9           65          0.1         1.04
            2            9           66          0.1         1.08
            2            9           67          0.1         1.13
            2            9           68          0.1         1.01
