# 
# 
# EIS/Hinode Spectrum for eis_l1_20130708_002042
# px = 3
# py = 55
# ref wave = 202.044
# 
# wavelengths - Angstrom
# counts - intensities in counts
# ints_pre - erg/cm^2/s/sr/A from pre-flight calibration
# ints_nrl - erg/cm^2/s/sr/A from NRL in-flight calibration
# 
# missing data = -100.                                                             
# 
# TIME STAMP = Thu Feb 11 06:59:47 2016
# WARNING: Spectrum generated with beta software
# 
#     WAVE        COUNTS         ERROR      INTS_PRE       ERR_PRE      INTS_NRL       ERR_NRL
# Start Window 1
   253.280     1.073e+01     3.275e+00     3.054e+02     9.326e+01     4.124e+02     1.259e+02
   253.303     7.615e+00     2.760e+00     2.164e+02     7.843e+01     2.921e+02     1.058e+02
   253.325     1.336e+01     3.656e+00     3.790e+02     1.037e+02     5.113e+02     1.399e+02
   253.347     9.732e+00     3.120e+00     2.755e+02     8.830e+01     3.715e+02     1.191e+02
   253.369     1.771e+01     4.209e+00     5.004e+02     1.189e+02     6.745e+02     1.602e+02
   253.392     1.030e+01     3.209e+00     2.903e+02     9.047e+01     3.911e+02     1.219e+02
   253.414     9.482e+00     3.079e+00     2.668e+02     8.664e+01     3.593e+02     1.167e+02
   253.436     5.994e+00     2.448e+00     1.683e+02     6.875e+01     2.265e+02     9.253e+01
   253.458     1.277e+01     3.574e+00     3.579e+02     1.001e+02     4.815e+02     1.347e+02
   253.481     6.641e+00     2.577e+00     1.857e+02     7.207e+01     2.498e+02     9.692e+01
   253.503     1.265e+01     3.556e+00     3.530e+02     9.927e+01     4.745e+02     1.334e+02
   253.525     1.345e+01     3.668e+00     3.748e+02     1.022e+02     5.035e+02     1.373e+02
   253.548     1.256e+01     3.543e+00     3.491e+02     9.852e+01     4.687e+02     1.323e+02
   253.570     1.037e+01     3.221e+00     2.879e+02     8.938e+01     3.864e+02     1.200e+02
   253.592     1.313e+01     3.623e+00     3.636e+02     1.003e+02     4.877e+02     1.346e+02
   253.614     1.443e+01     3.799e+00     3.988e+02     1.050e+02     5.348e+02     1.408e+02
   253.637     1.262e+01     3.553e+00     3.482e+02     9.801e+01     4.667e+02     1.313e+02
   253.659     1.479e+01     3.846e+00     4.072e+02     1.059e+02     5.455e+02     1.418e+02
   253.681     1.883e+01     4.339e+00     5.174e+02     1.192e+02     6.927e+02     1.596e+02
   253.703     1.797e+01     4.239e+00     4.927e+02     1.162e+02     6.593e+02     1.556e+02
   253.726     2.131e+01     4.616e+00     5.833e+02     1.263e+02     7.801e+02     1.690e+02
   253.748     3.334e+01     5.774e+00     9.108e+02     1.577e+02     1.218e+03     2.109e+02
   253.770     6.782e+01     8.235e+00     1.849e+03     2.245e+02     2.471e+03     3.000e+02
   253.792     1.045e+02     1.022e+01     2.842e+03     2.781e+02     3.795e+03     3.714e+02
   253.815     1.084e+02     1.041e+01     2.944e+03     2.828e+02     3.930e+03     3.774e+02
   253.837     9.470e+01     9.732e+00     2.567e+03     2.638e+02     3.424e+03     3.519e+02
   253.859     5.250e+01     7.246e+00     1.420e+03     1.960e+02     1.894e+03     2.613e+02
   253.882     3.373e+01     5.808e+00     9.108e+02     1.568e+02     1.214e+03     2.090e+02
   253.904     2.078e+01     4.559e+00     5.599e+02     1.228e+02     7.459e+02     1.636e+02
   253.926     1.685e+01     4.105e+00     4.533e+02     1.104e+02     6.034e+02     1.470e+02
   253.948     2.744e+01     5.239e+00     7.367e+02     1.406e+02     9.802e+02     1.871e+02
   253.971     2.832e+01     5.322e+00     7.587e+02     1.426e+02     1.009e+03     1.896e+02
   253.993     2.759e+01     5.253e+00     7.378e+02     1.405e+02     9.807e+02     1.867e+02
   254.015     3.010e+01     5.486e+00     8.032e+02     1.464e+02     1.067e+03     1.945e+02
   254.037     1.370e+01     3.701e+00     3.649e+02     9.858e+01     4.845e+02     1.309e+02
   254.060     1.747e+01     4.180e+00     4.645e+02     1.111e+02     6.165e+02     1.475e+02
   254.082     1.270e+01     3.563e+00     3.368e+02     9.452e+01     4.468e+02     1.254e+02
   254.104     9.648e+00     3.106e+00     2.554e+02     8.224e+01     3.387e+02     1.090e+02
   254.126     1.206e+01     3.473e+00     3.188e+02     9.178e+01     4.225e+02     1.216e+02
   254.149     1.169e+01     3.418e+00     3.082e+02     9.015e+01     4.082e+02     1.194e+02
   254.171     1.211e+01     3.480e+00     3.188e+02     9.160e+01     4.220e+02     1.213e+02
   254.193     1.841e+01     4.290e+00     4.836e+02     1.127e+02     6.399e+02     1.492e+02
   254.216     1.824e+01     4.270e+00     4.781e+02     1.120e+02     6.324e+02     1.481e+02
   254.238     1.815e+01     4.261e+00     4.750e+02     1.115e+02     6.280e+02     1.474e+02
   254.260     1.246e+01     3.530e+00     3.254e+02     9.219e+01     4.300e+02     1.218e+02
   254.282     1.085e+01     3.294e+00     2.827e+02     8.585e+01     3.734e+02     1.134e+02
   254.305     6.207e+00     2.491e+00     1.615e+02     6.481e+01     2.132e+02     8.555e+01
   254.327     9.172e+00     3.029e+00     2.382e+02     7.863e+01     3.142e+02     1.037e+02
   254.349     9.114e+00     3.019e+00     2.362e+02     7.823e+01     3.114e+02     1.032e+02
   254.371     1.064e+01     3.262e+00     2.753e+02     8.437e+01     3.628e+02     1.112e+02
   254.394     1.017e+01     3.189e+00     2.625e+02     8.232e+01     3.458e+02     1.084e+02
   254.416     1.814e+01     4.259e+00     4.674e+02     1.097e+02     6.154e+02     1.445e+02
   254.438     7.702e+00     2.775e+00     1.980e+02     7.136e+01     2.606e+02     9.390e+01
   254.460     1.115e+01     3.338e+00     2.860e+02     8.568e+01     3.762e+02     1.127e+02
   254.483     1.059e+01     3.254e+00     2.711e+02     8.334e+01     3.564e+02     1.095e+02
   254.505     1.033e+01     3.215e+00     2.642e+02     8.218e+01     3.471e+02     1.080e+02
   254.527     1.492e+01     3.862e+00     3.806e+02     9.855e+01     4.998e+02     1.294e+02
   254.550     1.988e+01     4.458e+00     5.062e+02     1.135e+02     6.644e+02     1.490e+02
   254.572     1.797e+01     4.239e+00     4.566e+02     1.077e+02     5.990e+02     1.413e+02
   254.594     3.174e+01     5.634e+00     8.053e+02     1.429e+02     1.056e+03     1.874e+02
   254.616     3.379e+01     5.813e+00     8.555e+02     1.472e+02     1.121e+03     1.928e+02
   254.639     3.770e+01     6.140e+00     9.526e+02     1.552e+02     1.248e+03     2.032e+02
   254.661     3.473e+01     5.893e+00     8.760e+02     1.486e+02     1.147e+03     1.946e+02
   254.683     3.195e+01     5.652e+00     8.043e+02     1.423e+02     1.052e+03     1.861e+02
   254.705     2.862e+01     5.349e+00     7.191e+02     1.344e+02     9.402e+02     1.758e+02
   254.728     2.504e+01     5.004e+00     6.279e+02     1.255e+02     8.205e+02     1.640e+02
   254.750     1.803e+01     4.247e+00     4.514e+02     1.063e+02     5.896e+02     1.388e+02
   254.772     1.404e+01     3.747e+00     3.507e+02     9.361e+01     4.578e+02     1.222e+02
   254.794     1.305e+01     3.613e+00     3.255e+02     9.010e+01     4.246e+02     1.175e+02
   254.817     1.213e+01     3.483e+00     3.020e+02     8.670e+01     3.937e+02     1.130e+02
   254.839     1.644e+01     4.055e+00     4.085e+02     1.007e+02     5.323e+02     1.313e+02
   254.861     2.093e+01     4.575e+00     5.189e+02     1.134e+02     6.759e+02     1.477e+02
   254.884     2.006e+01     4.479e+00     4.965e+02     1.109e+02     6.463e+02     1.443e+02
   254.906     1.848e+01     4.299e+00     4.566e+02     1.062e+02     5.940e+02     1.382e+02
   254.928     1.674e+01     4.092e+00     4.129e+02     1.009e+02     5.368e+02     1.312e+02
   254.950     1.692e+01     4.113e+00     4.163e+02     1.012e+02     5.410e+02     1.315e+02
   254.973     1.159e+01     3.404e+00     2.847e+02     8.363e+01     3.697e+02     1.086e+02
   254.995     1.167e+01     3.417e+00     2.863e+02     8.378e+01     3.716e+02     1.087e+02
   255.017     5.548e+00     2.355e+00     1.358e+02     5.765e+01     1.761e+02     7.478e+01
   255.039     1.284e+01     3.583e+00     3.137e+02     8.754e+01     4.066e+02     1.135e+02
   255.062     8.280e+00     2.878e+00     2.019e+02     7.017e+01     2.616e+02     9.092e+01
   255.084     1.894e+01     4.352e+00     4.609e+02     1.059e+02     5.968e+02     1.372e+02
   255.106     1.815e+01     4.261e+00     4.410e+02     1.035e+02     5.708e+02     1.340e+02
   255.128     2.182e+01     4.671e+00     5.291e+02     1.133e+02     6.843e+02     1.465e+02
   255.151     1.441e+01     3.796e+00     3.488e+02     9.188e+01     4.508e+02     1.188e+02
   255.173     8.639e+00     2.939e+00     2.087e+02     7.101e+01     2.696e+02     9.174e+01
   255.195     1.272e+01     3.567e+00     3.068e+02     8.601e+01     3.961e+02     1.110e+02
   255.218     7.121e+00     2.669e+00     1.714e+02     6.424e+01     2.212e+02     8.289e+01
   255.240     1.087e+01     3.297e+00     2.612e+02     7.922e+01     3.368e+02     1.022e+02
   255.262     7.421e+00     2.724e+00     1.780e+02     6.534e+01     2.294e+02     8.420e+01
   255.284     1.410e+01     3.755e+00     3.375e+02     8.989e+01     4.347e+02     1.158e+02
   255.307     1.726e+01     4.155e+00     4.125e+02     9.929e+01     5.310e+02     1.278e+02
   255.329     1.891e+01     4.349e+00     4.511e+02     1.037e+02     5.803e+02     1.334e+02
   255.351     3.460e+01     5.882e+00     8.239e+02     1.401e+02     1.059e+03     1.801e+02
   255.373     2.922e+01     5.405e+00     6.944e+02     1.285e+02     8.922e+02     1.651e+02
   255.396     2.302e+01     4.798e+00     5.463e+02     1.138e+02     7.014e+02     1.462e+02
   255.418     2.093e+01     4.575e+00     4.958e+02     1.084e+02     6.362e+02     1.390e+02
   255.440     3.026e+01     5.500e+00     7.152e+02     1.300e+02     9.172e+02     1.668e+02
   255.462     1.863e+01     4.317e+00     4.397e+02     1.019e+02     5.635e+02     1.305e+02
   255.485     1.338e+01     3.659e+00     3.153e+02     8.618e+01     4.038e+02     1.104e+02
   255.507     1.041e+01     3.227e+00     2.448e+02     7.586e+01     3.133e+02     9.711e+01
   255.529     8.429e+00     2.903e+00     1.978e+02     6.814e+01     2.531e+02     8.717e+01
   255.552     1.238e+01     3.518e+00     2.900e+02     8.243e+01     3.708e+02     1.054e+02
   255.574     1.047e+01     3.235e+00     2.448e+02     7.567e+01     3.128e+02     9.668e+01
   255.596     9.891e+00     3.145e+00     2.309e+02     7.342e+01     2.948e+02     9.375e+01
   255.618     1.186e+01     3.443e+00     2.763e+02     8.024e+01     3.526e+02     1.024e+02
   255.641     8.353e+00     2.890e+00     1.943e+02     6.723e+01     2.478e+02     8.574e+01
   255.663     1.125e+01     3.353e+00     2.611e+02     7.787e+01     3.328e+02     9.924e+01
   255.685     1.402e+01     3.745e+00     3.250e+02     8.680e+01     4.140e+02     1.106e+02
   255.707     1.756e+01     4.191e+00     4.064e+02     9.697e+01     5.173e+02     1.234e+02
   255.730     1.821e+01     4.267e+00     4.207e+02     9.857e+01     5.351e+02     1.254e+02
   255.752     1.097e+01     3.312e+00     2.530e+02     7.637e+01     3.216e+02     9.709e+01
   255.774     8.648e+00     2.941e+00     1.991e+02     6.769e+01     2.529e+02     8.599e+01
   255.796     9.168e+00     3.028e+00     2.107e+02     6.957e+01     2.675e+02     8.833e+01
   255.819     1.817e+01     4.263e+00     4.168e+02     9.778e+01     5.289e+02     1.241e+02
   255.841     1.312e+01     3.622e+00     3.004e+02     8.293e+01     3.809e+02     1.052e+02
   255.863     1.623e+01     4.029e+00     3.710e+02     9.208e+01     4.701e+02     1.167e+02
   255.886     1.704e+01     4.127e+00     3.887e+02     9.418e+01     4.923e+02     1.193e+02
   255.908     1.036e+01     3.219e+00     2.360e+02     7.332e+01     2.987e+02     9.280e+01
   255.930     1.950e+01     4.416e+00     4.435e+02     1.004e+02     5.609e+02     1.270e+02
   255.952     2.417e+01     4.916e+00     5.487e+02     1.116e+02     6.935e+02     1.411e+02
   255.975     2.146e+01     4.632e+00     4.862e+02     1.050e+02     6.141e+02     1.326e+02
   255.997     2.064e+01     4.543e+00     4.669e+02     1.028e+02     5.894e+02     1.297e+02
   256.019     1.348e+01     3.672e+00     3.044e+02     8.291e+01     3.841e+02     1.046e+02
   256.041     1.825e+01     4.272e+00     4.116e+02     9.635e+01     5.189e+02     1.215e+02
   256.064     7.945e+00     2.819e+00     1.789e+02     6.347e+01     2.254e+02     7.997e+01
   256.086     1.569e+01     3.961e+00     3.526e+02     8.903e+01     4.440e+02     1.121e+02
   256.108     9.958e+00     3.156e+00     2.234e+02     7.081e+01     2.812e+02     8.910e+01
   256.130     1.980e+01     4.450e+00     4.429e+02     9.954e+01     5.570e+02     1.252e+02
   256.153     1.593e+01     3.991e+00     3.562e+02     8.925e+01     4.477e+02     1.122e+02
   256.175     2.368e+01     4.866e+00     5.286e+02     1.086e+02     6.639e+02     1.364e+02
   256.197     2.811e+01     5.302e+00     6.264e+02     1.181e+02     7.863e+02     1.483e+02
   256.220     4.158e+01     6.448e+00     9.249e+02     1.434e+02     1.160e+03     1.799e+02
   256.242     8.951e+01     9.461e+00     1.988e+03     2.101e+02     2.492e+03     2.634e+02
   256.264     2.429e+02     1.559e+01     5.386e+03     3.455e+02     6.747e+03     4.329e+02
   256.286     6.738e+02     2.596e+01     1.489e+04     5.737e+02     1.864e+04     7.182e+02
   256.309     1.360e+03     3.688e+01     3.005e+04     8.148e+02     3.760e+04     1.019e+03
   256.331     1.829e+03     4.277e+01     4.035e+04     9.433e+02     5.045e+04     1.180e+03
   256.353     1.944e+03     4.409e+01     4.281e+04     9.708e+02     5.349e+04     1.213e+03
   256.375     1.565e+03     3.956e+01     3.440e+04     8.696e+02     4.296e+04     1.086e+03
   256.398     1.036e+03     3.218e+01     2.270e+04     7.052e+02     2.832e+04     8.801e+02
   256.420     6.814e+02     2.610e+01     1.493e+04     5.718e+02     1.862e+04     7.132e+02
   256.442     4.651e+02     2.157e+01     1.017e+04     4.716e+02     1.268e+04     5.878e+02
   256.464     3.112e+02     1.764e+01     6.793e+03     3.851e+02     8.461e+03     4.797e+02
   256.487     1.736e+02     1.318e+01     3.783e+03     2.871e+02     4.710e+03     3.575e+02
   256.509     9.215e+01     9.600e+00     2.005e+03     2.088e+02     2.494e+03     2.598e+02
   256.531     4.914e+01     7.010e+00     1.067e+03     1.522e+02     1.327e+03     1.893e+02
   256.553     3.705e+01     6.087e+00     8.021e+02     1.318e+02     9.967e+02     1.638e+02
   256.576     4.009e+01     6.331e+00     8.677e+02     1.370e+02     1.077e+03     1.702e+02
   256.598     5.333e+01     7.302e+00     1.152e+03     1.578e+02     1.430e+03     1.958e+02
   256.620     8.285e+01     9.102e+00     1.787e+03     1.964e+02     2.216e+03     2.435e+02
   256.643     1.626e+02     1.275e+01     3.502e+03     2.746e+02     4.340e+03     3.404e+02
   256.665     2.753e+02     1.659e+01     5.920e+03     3.568e+02     7.332e+03     4.419e+02
   256.687     3.910e+02     1.977e+01     8.393e+03     4.244e+02     1.039e+04     5.254e+02
   256.709     3.906e+02     1.976e+01     8.358e+03     4.229e+02     1.034e+04     5.232e+02
   256.732     3.014e+02     1.736e+01     6.447e+03     3.714e+02     7.971e+03     4.591e+02
   256.754     1.853e+02     1.361e+01     3.957e+03     2.907e+02     4.889e+03     3.592e+02
   256.776     8.442e+01     9.188e+00     1.800e+03     1.959e+02     2.222e+03     2.419e+02
   256.798     3.777e+01     6.145e+00     8.038e+02     1.308e+02     9.920e+02     1.614e+02
   256.821     2.324e+01     4.820e+00     4.938e+02     1.024e+02     6.090e+02     1.263e+02
   256.843     1.896e+01     4.354e+00     4.022e+02     9.237e+01     4.958e+02     1.139e+02
   256.865     2.045e+01     4.522e+00     4.330e+02     9.577e+01     5.334e+02     1.180e+02
   256.887     2.405e+01     4.904e+00     5.085e+02     1.037e+02     6.260e+02     1.276e+02
   256.910     5.011e+01     7.079e+00     1.056e+03     1.492e+02     1.300e+03     1.836e+02
   256.932     9.122e+01     9.551e+00     1.922e+03     2.013e+02     2.364e+03     2.475e+02
   256.954     1.214e+02     1.102e+01     2.553e+03     2.318e+02     3.137e+03     2.848e+02
   256.977     1.052e+02     1.026e+01     2.209e+03     2.154e+02     2.713e+03     2.645e+02
   256.999     6.839e+01     8.270e+00     1.434e+03     1.734e+02     1.760e+03     2.128e+02
   257.021     4.496e+01     6.705e+00     9.411e+02     1.404e+02     1.154e+03     1.722e+02
   257.043     2.428e+01     4.927e+00     5.073e+02     1.030e+02     6.219e+02     1.262e+02
   257.066     1.852e+01     4.303e+00     3.864e+02     8.978e+01     4.734e+02     1.100e+02
   257.088     1.880e+01     4.336e+00     3.915e+02     9.031e+01     4.794e+02     1.106e+02
   257.110     2.089e+01     4.571e+00     4.338e+02     9.491e+01     5.309e+02     1.161e+02
   257.132     3.964e+01     6.296e+00     8.228e+02     1.307e+02     1.006e+03     1.598e+02
   257.155     5.614e+01     7.493e+00     1.163e+03     1.553e+02     1.422e+03     1.898e+02
   257.177     6.203e+01     7.876e+00     1.283e+03     1.629e+02     1.568e+03     1.990e+02
   257.199     6.197e+01     7.872e+00     1.280e+03     1.626e+02     1.563e+03     1.985e+02
   257.221     6.853e+01     8.278e+00     1.413e+03     1.707e+02     1.724e+03     2.083e+02
   257.244     1.356e+02     1.165e+01     2.792e+03     2.397e+02     3.404e+03     2.923e+02
   257.266     2.305e+02     1.518e+01     4.737e+03     3.120e+02     5.772e+03     3.802e+02
   257.288     2.982e+02     1.727e+01     6.118e+03     3.543e+02     7.452e+03     4.315e+02
   257.310     2.598e+02     1.612e+01     5.314e+03     3.297e+02     6.469e+03     4.014e+02
   257.333     1.908e+02     1.381e+01     3.903e+03     2.825e+02     4.748e+03     3.437e+02
   257.355     1.734e+02     1.317e+01     3.540e+03     2.688e+02     4.304e+03     3.269e+02
   257.377     2.490e+02     1.578e+01     5.076e+03     3.216e+02     6.168e+03     3.909e+02
   257.400     3.708e+02     1.926e+01     7.545e+03     3.918e+02     9.163e+03     4.759e+02
   257.422     4.066e+02     2.016e+01     8.261e+03     4.097e+02     1.003e+04     4.973e+02
   257.444     2.931e+02     1.712e+01     5.944e+03     3.472e+02     7.211e+03     4.212e+02
   257.466     1.521e+02     1.233e+01     3.081e+03     2.498e+02     3.735e+03     3.028e+02
   257.489     8.185e+01     9.047e+00     1.655e+03     1.829e+02     2.005e+03     2.216e+02
   257.511     8.674e+01     9.313e+00     1.751e+03     1.880e+02     2.120e+03     2.276e+02
   257.533     1.289e+02     1.135e+01     2.596e+03     2.287e+02     3.143e+03     2.768e+02
   257.555     1.723e+02     1.313e+01     3.465e+03     2.640e+02     4.192e+03     3.194e+02
   257.578     1.993e+02     1.412e+01     4.004e+03     2.836e+02     4.841e+03     3.428e+02
   257.600     1.595e+02     1.263e+01     3.194e+03     2.529e+02     3.860e+03     3.056e+02
   257.622     1.011e+02     1.005e+01     2.023e+03     2.012e+02     2.443e+03     2.431e+02
   257.644     4.903e+01     7.002e+00     9.798e+02     1.399e+02     1.183e+03     1.689e+02
   257.667     2.496e+01     4.996e+00     4.980e+02     9.968e+01     6.008e+02     1.203e+02
   257.689     1.643e+01     4.053e+00     3.272e+02     8.074e+01     3.945e+02     9.735e+01
   257.711     1.330e+01     3.647e+00     2.645e+02     7.253e+01     3.188e+02     8.741e+01
   257.733     3.147e+01     5.610e+00     6.248e+02     1.114e+02     7.526e+02     1.342e+02
   257.756     5.728e+01     7.569e+00     1.136e+03     1.500e+02     1.367e+03     1.806e+02
   257.778     8.961e+01     9.467e+00     1.774e+03     1.874e+02     2.134e+03     2.254e+02
   257.800     1.006e+02     1.003e+01     1.989e+03     1.982e+02     2.391e+03     2.384e+02
   257.823     7.787e+01     8.825e+00     1.536e+03     1.741e+02     1.847e+03     2.093e+02
   257.845     5.250e+01     7.246e+00     1.034e+03     1.427e+02     1.242e+03     1.714e+02
   257.867     2.346e+01     4.844e+00     4.614e+02     9.526e+01     5.540e+02     1.144e+02
   257.889     2.771e+01     5.264e+00     5.441e+02     1.034e+02     6.530e+02     1.240e+02
   257.912     3.221e+01     5.676e+00     6.314e+02     1.113e+02     7.573e+02     1.334e+02
   257.934     4.030e+01     6.348e+00     7.887e+02     1.242e+02     9.456e+02     1.489e+02
   257.956     3.145e+01     5.608e+00     6.145e+02     1.096e+02     7.363e+02     1.313e+02
   257.978     2.356e+01     4.854e+00     4.596e+02     9.469e+01     5.505e+02     1.134e+02
   258.001     2.298e+01     4.794e+00     4.476e+02     9.337e+01     5.358e+02     1.118e+02
   258.023     3.073e+01     5.544e+00     5.976e+02     1.078e+02     7.150e+02     1.290e+02
   258.045     5.429e+01     7.368e+00     1.054e+03     1.430e+02     1.260e+03     1.711e+02
   258.067     9.943e+01     9.972e+00     1.927e+03     1.933e+02     2.303e+03     2.310e+02
   258.090     1.289e+02     1.135e+01     2.494e+03     2.197e+02     2.979e+03     2.624e+02
   258.112     1.271e+02     1.128e+01     2.453e+03     2.176e+02     2.929e+03     2.598e+02
   258.134     9.201e+01     9.592e+00     1.775e+03     1.850e+02     2.118e+03     2.208e+02
   258.156     5.342e+01     7.309e+00     1.029e+03     1.408e+02     1.227e+03     1.679e+02
   258.179     3.412e+01     5.842e+00     6.562e+02     1.123e+02     7.822e+02     1.339e+02
   258.201     2.708e+01     5.204e+00     5.199e+02     9.991e+01     6.195e+02     1.190e+02
   258.223     2.999e+01     5.477e+00     5.749e+02     1.050e+02     6.847e+02     1.250e+02
   258.246     2.613e+01     5.112e+00     5.000e+02     9.782e+01     5.952e+02     1.164e+02
   258.268     3.550e+01     5.958e+00     6.783e+02     1.138e+02     8.069e+02     1.354e+02
   258.290     5.410e+01     7.355e+00     1.032e+03     1.403e+02     1.227e+03     1.669e+02
   258.312     8.457e+01     9.196e+00     1.611e+03     1.752e+02     1.915e+03     2.082e+02
   258.335     2.230e+02     1.493e+01     4.241e+03     2.840e+02     5.038e+03     3.374e+02
   258.357     4.662e+02     2.159e+01     8.852e+03     4.100e+02     1.051e+04     4.868e+02
   258.379     7.219e+02     2.687e+01     1.369e+04     5.094e+02     1.624e+04     6.045e+02
   258.401     7.598e+02     2.756e+01     1.438e+04     5.217e+02     1.706e+04     6.189e+02
   258.424     5.990e+02     2.447e+01     1.132e+04     4.625e+02     1.342e+04     5.484e+02
   258.446     3.680e+02     1.918e+01     6.944e+03     3.620e+02     8.230e+03     4.290e+02
   258.468     1.589e+02     1.261e+01     2.994e+03     2.375e+02     3.547e+03     2.813e+02
   258.490     6.489e+01     8.055e+00     1.221e+03     1.515e+02     1.445e+03     1.794e+02
   258.513     2.657e+01     5.155e+00     4.990e+02     9.680e+01     5.905e+02     1.146e+02
   258.535     1.932e+01     4.396e+00     3.623e+02     8.243e+01     4.286e+02     9.751e+01
   258.557     1.550e+01     3.937e+00     2.902e+02     7.371e+01     3.432e+02     8.716e+01
   258.579     1.786e+01     4.226e+00     3.339e+02     7.900e+01     3.946e+02     9.336e+01
   258.602     1.582e+01     3.978e+00     2.953e+02     7.424e+01     3.488e+02     8.770e+01
   258.624     1.451e+01     3.809e+00     2.703e+02     7.097e+01     3.192e+02     8.381e+01
   258.646     1.217e+01     3.489e+00     2.264e+02     6.491e+01     2.673e+02     7.661e+01
   258.669     1.233e+01     3.511e+00     2.290e+02     6.523e+01     2.702e+02     7.696e+01
   258.691     1.266e+01     3.558e+00     2.348e+02     6.600e+01     2.769e+02     7.783e+01
   258.713     1.489e+01     3.859e+00     2.758e+02     7.146e+01     3.251e+02     8.424e+01
   258.735     1.065e+01     3.263e+00     1.969e+02     6.034e+01     2.320e+02     7.110e+01
   258.758     1.208e+01     3.476e+00     2.231e+02     6.418e+01     2.628e+02     7.559e+01
   258.780     1.202e+01     3.468e+00     2.217e+02     6.392e+01     2.610e+02     7.526e+01
   258.802     9.128e+00     3.021e+00     1.680e+02     5.561e+01     1.977e+02     6.544e+01
   258.824     1.144e+01     3.383e+00     2.103e+02     6.216e+01     2.474e+02     7.312e+01
   258.847     1.004e+01     3.168e+00     1.842e+02     5.814e+01     2.166e+02     6.836e+01
   258.869     7.034e+00     2.652e+00     1.289e+02     4.859e+01     1.515e+02     5.711e+01
   258.891     8.461e+00     2.909e+00     1.548e+02     5.321e+01     1.818e+02     6.252e+01
   258.913     4.507e+00     2.123e+00     8.232e+01     3.877e+01     9.669e+01     4.554e+01
   258.936     8.844e+00     2.974e+00     1.613e+02     5.423e+01     1.894e+02     6.367e+01
   258.958     1.048e+01     3.238e+00     1.909e+02     5.896e+01     2.241e+02     6.920e+01
   258.980     9.468e+00     3.077e+00     1.721e+02     5.594e+01     2.019e+02     6.563e+01
   259.002     1.322e+01     3.636e+00     2.400e+02     6.600e+01     2.815e+02     7.741e+01
   259.025     9.955e+00     3.155e+00     1.804e+02     5.718e+01     2.115e+02     6.704e+01
   259.047     8.638e+00     2.939e+00     1.563e+02     5.318e+01     1.832e+02     6.233e+01
   259.069     7.133e+00     2.671e+00     1.289e+02     4.826e+01     1.510e+02     5.653e+01
   259.092     1.248e+01     3.533e+00     2.252e+02     6.374e+01     2.637e+02     7.464e+01
   259.114     1.065e+01     3.263e+00     1.918e+02     5.877e+01     2.245e+02     6.880e+01
   259.136     9.033e+00     3.006e+00     1.625e+02     5.405e+01     1.901e+02     6.325e+01
   259.158     1.250e+01     3.535e+00     2.244e+02     6.348e+01     2.625e+02     7.426e+01
   259.181     1.049e+01     3.239e+00     1.881e+02     5.807e+01     2.199e+02     6.791e+01
   259.203     1.290e+01     3.591e+00     2.309e+02     6.429e+01     2.699e+02     7.515e+01
   259.225     1.122e+01     3.350e+00     2.006e+02     5.988e+01     2.344e+02     6.997e+01
   259.247     1.013e+01     3.182e+00     1.807e+02     5.679e+01     2.111e+02     6.634e+01
   259.270     1.123e+01     3.351e+00     2.001e+02     5.971e+01     2.336e+02     6.973e+01
   259.292     1.263e+01     3.554e+00     2.247e+02     6.323e+01     2.623e+02     7.381e+01
   259.314     1.320e+01     3.634e+00     2.346e+02     6.455e+01     2.737e+02     7.533e+01
   259.336     1.189e+01     3.449e+00     2.110e+02     6.117e+01     2.461e+02     7.136e+01
   259.359     1.469e+01     3.832e+00     2.601e+02     6.787e+01     3.034e+02     7.916e+01
   259.381     1.437e+01     3.791e+00     2.542e+02     6.704e+01     2.963e+02     7.816e+01
   259.403     2.093e+01     4.575e+00     3.696e+02     8.078e+01     4.307e+02     9.415e+01
   259.425     3.471e+01     5.891e+00     6.119e+02     1.039e+02     7.130e+02     1.210e+02
   259.448     4.604e+01     6.785e+00     8.104e+02     1.194e+02     9.440e+02     1.391e+02
   259.470     9.042e+01     9.509e+00     1.589e+03     1.671e+02     1.851e+03     1.946e+02
   259.492     1.243e+02     1.115e+01     2.182e+03     1.957e+02     2.540e+03     2.278e+02
   259.514     1.321e+02     1.149e+01     2.315e+03     2.014e+02     2.695e+03     2.344e+02
   259.537     9.954e+01     9.977e+00     1.742e+03     1.746e+02     2.026e+03     2.031e+02
   259.559     6.945e+01     8.333e+00     1.213e+03     1.456e+02     1.411e+03     1.693e+02
   259.581     3.574e+01     5.978e+00     6.234e+02     1.043e+02     7.249e+02     1.213e+02
   259.604     3.175e+01     5.634e+00     5.529e+02     9.813e+01     6.428e+02     1.141e+02
   259.626     1.506e+01     3.881e+00     2.619e+02     6.748e+01     3.044e+02     7.844e+01
   259.648     1.242e+01     3.524e+00     2.157e+02     6.120e+01     2.506e+02     7.111e+01
   259.670     1.420e+01     3.768e+00     2.462e+02     6.534e+01     2.860e+02     7.590e+01
   259.693     1.653e+01     4.066e+00     2.862e+02     7.039e+01     3.324e+02     8.175e+01
   259.715     1.583e+01     3.979e+00     2.737e+02     6.878e+01     3.178e+02     7.987e+01
   259.737     2.049e+01     4.527e+00     3.537e+02     7.813e+01     4.106e+02     9.071e+01
   259.759     2.337e+01     4.834e+00     4.027e+02     8.330e+01     4.674e+02     9.669e+01
